FIPS,Name,ToxPi Score,HClust Group,KMeans Group,Source,Infection Rate: Transmissible Cases!25!0xcc3333ff,Infection Rate: Disease Spread!5!0xe64d4dff,Pop Concentration: Pop Mobility!10!0x57b757ff,Pop Concentration: Residential Density!10!0x5ced5cff,Intervention: Social Distancing!10!0x4258c9ff,Intervention: Testing!10!0x6079f7ff,Health & Environment: Pop Demographics!10!0x6b0b9eff,Health & Environment: Air Pollution!10!0x8e26c4ff,Health & Environment: Age Distribution!10!0x9a42c8ff,Health & Environment: Co-morbidities!10!0xb460e0ff,Health & Environment: Health Disparities!10!0xc885ecff,Health & Environment: Hospital Beds!5!0xdeb9f1ff
17031,"Illinois, Cook",0.5645074314003985,7,3,"-87.8166,41.8414",0.5605008542560905,0.0671130350750905,0.8223579570945715,0.8758,1.0,0.29561784520593914,0.6204805193272244,0.7185628742514971,0.4833394486037307,0.24747306287389806,0.3495823889441025,0.4166402860524928
17115,"Illinois, Macon",0.5075930188882997,7,4,"-88.9634,39.8606",0.4681572439676839,0.21864951768488697,0.6376808931414331,0.6425,1.0,0.29561784520593914,0.4974044912659008,0.5269461077844312,0.5978576089534523,0.3629156544616842,0.30935077533969396,0.3898429823791164
17197,"Illinois, Will",0.4597439770952073,6,6,"-87.9786,41.4462",0.5446621215174177,0.101040491412812,0.6954881454202265,0.1465,1.0,0.29561784520593914,0.5136111120658728,0.6167664670658684,0.4316532862111269,0.2524477494352078,0.11753275043684712,0.5300136166981062
17143,"Illinois, Peoria",0.5373652774909002,7,3,"-89.7608,40.787",0.5992785500783442,0.33685322069693796,0.6661074106686921,0.6444,1.0,0.29561784520593914,0.5407952713969375,0.532934131736527,0.5357771420024626,0.3653022450018621,0.29983330729575386,0.33935125956749945
17089,"Illinois, Kane",0.4738693577884518,6,6,"-88.4286,41.9384",0.536636456122778,0.0679205851619645,0.7000308974914159,0.2958,1.0,0.29561784520593914,0.5142449681911166,0.5868263473053893,0.4467440848690857,0.21739065632390295,0.2534259090738817,0.4754696620139778
17043,"Illinois, DuPage",0.4665855010407898,6,6,"-88.0864,41.8512",0.5504622491470603,0.10559760770021501,0.7772635894669608,0.3079,1.0,0.29561784520593914,0.417252705181129,0.6107784431137724,0.4990893333193936,0.1776125604116309,0.07466638272254633,0.4863669537414844
17201,"Illinois, Winnebago",0.516174418789908,7,3,"-89.1609,42.3364",0.5301214455485037,0.0856233728666474,0.6912481563661588,0.5539999999999999,1.0,0.29561784520593914,0.5386684023904593,0.5089820359281437,0.5494974081927578,0.3612228254256567,0.37059658257672784,0.428463356966846
17093,"Illinois, Kendall",0.40728376684597095,6,6,"-88.4287,41.5908",0.5402582910404035,0.12244897959183698,0.6464548873698709,0.0478,1.0,0.29561784520593914,0.4819861695458318,0.562874251497006,0.3453966168814669,0.21918203216347293,0.07986506551412335,0.0
1073,"Alabama, Jefferson",0.612918905125711,1,1,"-86.8951,33.5555",0.7468398720756809,0.3659904169640129,0.7131715760532503,0.6211,1.0,0.6036620896197468,0.5905968650968513,0.6227544910179641,0.5117241638959221,0.42360075328414215,0.35635079449146795,0.33686138388166786
26161,"Michigan, Washtenaw",0.4933989701027738,7,3,"-83.8385,42.2531",0.5073992768328254,0.14745916515426502,0.7196138680653313,0.7873,1.0,0.4400897023716561,0.4999155712533015,0.4790419161676647,0.4555137084840577,0.15405395377820247,0.10430032005143758,0.3708606229076529
26163,"Michigan, Wayne",0.5651075430801038,7,3,"-83.2813,42.281",0.5392293592559402,0.0760186263096624,0.8117573066985339,0.6587,1.0,0.4400897023716561,0.6277077665718496,0.502994011976048,0.504194780386106,0.44443555817580394,0.47411481163266705,0.4275352787879045
36029,"New York, Erie",0.4701965306888217,7,4,"-78.7306,42.7625",0.4629500147530674,0.0697109545785766,0.7630551447653404,0.6355,1.0,0.0,0.5687628246027425,0.4610778443113772,0.5627304600978258,0.31747316005085263,0.16069181507384336,0.43186974107266535
1117,"Alabama, Shelby",0.5301434456452424,4,7,"-86.6623,33.2688",0.7225699230018363,0.38531385708645893,0.6273675762855759,0.1764,1.0,0.6036620896197468,0.5070940498336849,0.5389221556886228,0.4939129750014257,0.313473726613206,0.0941261509282648,0.5455052210943652
25027,"Massachusetts, Worcester",0.4642667508316857,7,4,"-71.9049,42.3503",0.434076747214438,0.0319532990245026,0.6618428811949516,0.7931,1.0,0.442941288512289,0.41463707371570335,0.29341317365269465,0.5092312328105775,0.2284646101988448,0.12064461257587385,0.4757819903735804
1089,"Alabama, Madison",0.5800153156953939,4,7,"-86.5507,34.7633",0.7508010103117834,0.509158415841584,0.6752706638204405,0.3836,1.0,0.6036620896197468,0.6346671043808639,0.5149700598802395,0.4939129750014257,0.370959371034868,0.2263406030977934,0.4304536913135885
1097,"Alabama, Mobile",0.6259241397090315,1,1,"-88.2084,30.7847",0.7481723389021857,0.32980727430807105,0.6704170537884879,0.723,1.0,0.6036620896197468,0.6842760495622291,0.4670658682634731,0.5191044408593759,0.4579982025513245,0.4678370046721896,0.3907131052731322
25013,"Massachusetts, Hampden",0.5087099844670083,5,3,"-72.6324,42.1344",0.45906181372566,0.0394299944659657,0.6903240079547597,0.843,1.0,0.442941288512289,0.5248082488230783,0.311377245508982,0.5357771420024626,0.30533033539983256,0.3251718269455341,0.4255503582870648
25009,"Massachusetts, Essex",0.4787769234141565,7,4,"-70.9469,42.6688",0.456292532427896,0.0277794230883137,0.714390212086876,0.8045,1.0,0.442941288512289,0.4575520194434646,0.2874251497005988,0.542700408721451,0.1905117833790181,0.13797142723958014,0.5041964219595644
36119,"New York, Westchester",0.477261257906565,7,4,"-73.7574,41.1628",0.43121014211781705,0.0132773109243697,0.8257911120910538,0.9386,1.0,0.0,0.5966747240849553,0.44311377245508987,0.5449798764246452,0.11299810812597914,0.18925397576975372,0.4593802882477169
1125,"Alabama, Tuscaloosa",0.5930800581509075,1,1,"-87.5256,33.2873",0.7047375519342141,0.241864555848725,0.6387607411293372,0.809,1.0,0.6036620896197468,0.5765381669303161,0.4970059880239522,0.4437744133187831,0.3860985791869958,0.3753562199842618,0.4010567418661029
25005,"Massachusetts, Bristol",0.4746172809632967,7,3,"-71.1087,41.7923",0.476382270327688,0.0442377495462795,0.6729603460582114,0.6466,1.0,0.442941288512289,0.4538639589523053,0.23353293413173656,0.542700408721451,0.28397598377787925,0.2052558249397773,0.4756214327103978
25021,"Massachusetts, Norfolk",0.4597463477271391,7,3,"-71.2053,42.1607",0.4775194756579881,0.049722081859525,0.7249923788213172,0.6603,1.0,0.442941288512289,0.3919806775142294,0.3053892215568862,0.540406913436432,0.15548674238636928,0.026527013697613733,0.5602907611787408
2020,"Alaska, Anchorage",0.4770274880123469,7,4,"-149.1427,61.15",0.5922480177177509,0.432240921169176,0.6681951130401846,0.8176,1.0,0.011812698511097454,0.7185197689240339,0.0,0.3606106398115555,0.2811994770152286,0.18476294500321186,0.4468049059401152
4013,"Arizona, Maricopa",0.6032764246059437,1,1,"-112.4918,33.3484",0.7682729847641278,0.27037748654564897,0.7290967847844378,0.7259,1.0,0.6771523240857749,0.6107802475859518,0.4550898203592814,0.4990893333193936,0.22542919834418,0.3222160698319449,0.4806606481603755
35001,"New Mexico, Bernalillo",0.510238276503409,1,3,"-106.6704,35.0516",0.6139830663001027,0.317246273953158,0.7254474707324037,0.659,1.0,0.12436259555161265,0.6119202109818931,0.23353293413173656,0.5166605513962695,0.22240246810436898,0.3537419374344066,0.47465897046617406
18097,"Indiana, Marion",0.5955819655932066,5,3,"-86.1383,39.7816",0.5829887940416818,0.11104482064285198,0.7837495282807024,0.6839,1.0,0.7936954906147523,0.5935093193310049,0.5868263473053893,0.4285603903886945,0.4010874635518759,0.4630601427132378,0.39478298460759137
18003,"Indiana, Allen",0.5338047063120501,5,6,"-85.068,41.0919",0.5249614336302452,0.11470408785845,0.673939844871029,0.3878,1.0,0.7936954906147523,0.5136768651389199,0.5748502994011976,0.4833394486037307,0.3697772156014267,0.3085077359314863,0.3944326014664909
18057,"Indiana, Hamilton",0.4620775484119843,5,6,"-86.0524,40.0731",0.5707684831771364,0.219775070290534,0.688638615345179,0.035,1.0,0.7936954906147523,0.3495495832998238,0.5149700598802395,0.4094437997825015,0.17483613465196032,0.029666459209190726,0.4867209385560972
18163,"Indiana, Vanderburgh",0.6112448428797038,5,3,"-87.5876,38.0266",0.6943069662495959,0.492170022371365,0.6990751462885874,0.7096,1.0,0.7936954906147523,0.4534607432572845,0.5688622754491018,0.5380992168517501,0.41577185534834943,0.3029370991904099,0.3544125643727838
18089,"Indiana, Lake",0.5985504989846167,5,3,"-87.3828,41.4187",0.6315016281250473,0.167637143732761,0.7264389672108085,0.504,1.0,0.7936954906147523,0.5944084841491332,0.6766467065868265,0.5287228277828,0.419081279110353,0.3971721381919737,0.35828540296412564
17167,"Illinois, Sangamon",0.5092528340986291,7,3,"-89.6587,39.7584",0.5560111037752121,0.327608982826949,0.6515825944638117,0.6361,1.0,0.29561784520593914,0.4704137868214503,0.5089820359281437,0.5517358041566147,0.3241828182696237,0.19431678937252406,0.3577930023265024
17097,"Illinois, Lake",0.4948014741861115,7,3,"-88.0037,42.3225",0.5722380368664329,0.0894316163410302,0.7175600967705097,0.5365,1.0,0.29561784520593914,0.5212312440295588,0.5748502994011976,0.4640817135884802,0.19104013110600213,0.14803851506058166,0.5215753636550535
18105,"Indiana, Monroe",0.5686350226503858,5,3,"-86.5241,39.1613",0.5851743344082831,0.414590747330961,0.6737255438187925,0.8921,1.0,0.7936954906147523,0.3631053359671794,0.44311377245508987,0.43472072581226856,0.24944564164187336,0.3551862702739293,0.4652275857194959
33011,"New Hampshire, Hillsborough",0.4605697478353806,5,6,"-71.72,42.9154",0.4539730523801406,0.0666116157445637,0.6945385324260481,0.4998,1.0,0.726904161566854,0.3338859485135741,0.2694610778443114,0.5067215141840639,0.2419690170181025,0.0938556170647365,0.4434950810038636
34017,"New Jersey, Hudson",0.492408307703097,7,4,"-74.0752,40.7377",0.39797645094387,0.0133070988453373,0.8556325871481312,0.8434,1.0,0.22591291959979884,0.5869882546909269,0.4131736526946108,0.41269877075759065,0.19142243575055345,0.3989619256711221,0.4506372463872687
